Index,blue,green,red,nir08,swir16,swir22,image_date,days_offset
1699,9217.5,10403.0,10142.5,16027.0,13556.0,10495.0,2012-01-19T07:56:44.270465Z,12.0
1708,10817.0,11833.0,12771.0,16354.0,17537.0,14197.0,2012-01-31T08:23:29.453567Z,1.0
1695,,,,,,,,
1714,8992.0,8958.0,8682.0,10008.0,8774.0,8059.0,2012-02-04T07:58:00.156105Z,1.0
1709,8739.0,9408.0,9440.0,15728.0,13906.0,11130.0,2012-02-04T07:56:00.429923Z,2.0
1713,8889.5,9781.5,9833.5,13886.0,13460.5,11307.0,2012-02-11T08:03:49.341855Z,8.0
1715,10424.5,11935.0,13746.0,16467.0,8277.0,7955.5,2012-02-04T07:57:36.208035Z,1.0
1716,8734.0,9778.0,9237.0,8043.0,7673.0,7527.0,2012-02-05T08:40:28.405786Z,0.0
1707,8877.5,9752.0,9924.5,15660.5,13028.5,10710.5,2012-01-19T07:57:08.216318Z,13.0
1706,9294.5,10457.0,11318.5,16097.5,12020.0,10145.5,2012-01-19T07:57:32.163528Z,13.0
1710,8725.5,9398.5,10368.0,11843.0,8583.0,8098.0,2012-01-19T07:57:32.163528Z,14.0
1720,8523.5,9428.0,9360.0,15336.0,12456.5,10224.0,2012-02-11T08:03:01.449486Z,5.0
1724,8305.0,8980.0,8799.0,12976.5,10498.0,8892.5,2012-02-11T08:03:01.449486Z,4.0
1719,9072.5,9965.0,9510.5,18748.0,13466.0,10152.5,2012-02-04T07:56:24.372318Z,2.0
1731,8429.0,9392.0,9235.5,14931.5,12414.0,10009.0,2012-02-11T08:03:01.449486Z,4.0
1729,9381.0,9973.0,9916.0,17933.0,13767.0,11337.0,2012-02-04T07:56:24.372318Z,3.0
1728,8739.5,9631.0,9606.5,14590.0,14401.0,11845.5,2012-02-11T08:03:01.449486Z,4.0
1721,8771.5,9758.0,9658.0,14220.0,13003.0,10886.5,2012-02-11T08:03:01.449486Z,5.0
1711,8888.5,9983.0,10362.0,14661.0,14568.5,11901.5,2012-01-17T08:09:06.351091Z,17.0
1732,9880.0,10518.0,10389.0,16906.0,14453.0,11512.0,2012-02-04T07:56:24.372318Z,4.0
1712,,,,,,,,
1739,8063.0,8500.0,8359.5,8467.0,7797.5,7608.0,2012-02-11T08:03:01.449486Z,3.0
1740,8290.5,9174.0,8882.0,16031.5,13260.0,10295.5,2012-02-11T08:03:01.449486Z,3.0
1722,8658.0,9696.0,9030.0,11420.5,9140.5,8469.0,2012-01-17T08:09:30.297332Z,20.0
1738,8920.5,9815.0,9597.0,17393.5,15456.5,11285.5,2012-02-27T08:02:38.183810Z,19.0
1741,9245.5,9866.5,9597.0,14092.0,9803.5,8459.5,2012-02-04T07:56:48.316076Z,4.0
1742,9188.0,9775.0,9312.0,20985.5,13032.0,9533.0,2012-02-04T07:56:48.316076Z,4.0
1743,9509.0,10631.5,10863.5,17499.0,16037.5,12532.5,2012-02-04T07:56:48.316076Z,4.0
1744,8365.0,9349.0,9010.0,17361.0,14166.5,10678.0,2012-02-11T08:03:01.449486Z,3.0
1727,8292.5,9150.0,8790.5,16895.0,12988.5,9590.0,2012-02-22T07:44:54.150654Z,15.0
1726,8342.0,9293.5,8928.0,16530.0,13585.0,10267.5,2012-02-22T07:45:18.098567Z,15.0
1734,7944.5,8293.0,7987.0,13203.5,9359.0,8075.0,2012-02-22T07:45:18.098567Z,14.0
1718,,,,,,,,
1723,,,,,,,,
1725,,,,,,,,
1717,8943.0,9860.5,9591.5,19171.0,14589.5,11006.5,2012-01-19T07:56:20.325855Z,18.0
1730,8750.0,9755.0,9798.0,15348.0,14004.5,11264.0,2012-01-19T07:56:20.325855Z,19.0
1745,,,,,,,,
1735,,,,,,,,
1746,,,,,,,,
1748,,,,,,,,
1747,,,,,,,,
1749,,,,,,,,
1750,,,,,,,,
1751,,,,,,,,
1752,,,,,,,,
1755,,,,,,,,
1754,,,,,,,,
1753,,,,,,,,
1736,9217.5,10403.0,10142.5,16027.0,13556.0,10495.0,2012-01-19T07:56:44.270465Z,20.0
1737,,,,,,,,
1757,,,,,,,,
1756,,,,,,,,
1758,,,,,,,,
1759,,,,,,,,
1761,,,,,,,,
1762,,,,,,,,
1763,,,,,,,,
1765,,,,,,,,
1764,,,,,,,,
1766,,,,,,,,
1768,,,,,,,,
1771,,,,,,,,
1770,,,,,,,,
1769,,,,,,,,
1775,,,,,,,,
1772,,,,,,,,
1774,,,,,,,,
1773,,,,,,,,
1733,8508.0,9385.5,9192.5,15934.0,13429.0,10455.5,2012-01-21T07:44:22.094660Z,18.0
1776,,,,,,,,
1777,,,,,,,,
1767,9372.0,9961.0,9802.5,15820.5,12222.5,9884.0,2012-02-27T08:02:14.239540Z,11.0
1778,,,,,,,,
1781,,,,,,,,
1779,,,,,,,,
1780,,,,,,,,
1782,,,,,,,,
1784,,,,,,,,
1783,,,,,,,,
1786,,,,,,,,
1785,,,,,,,,
1788,,,,,,,,
1787,,,,,,,,
1789,,,,,,,,
1793,,,,,,,,
1794,,,,,,,,
1790,,,,,,,,
1795,,,,,,,,
1791,,,,,,,,
1796,,,,,,,,
1797,,,,,,,,
1760,9548.0,10617.0,10807.0,14910.0,12330.0,10083.0,2012-02-06T07:45:39.329952Z,8.0
1814,9372.0,9961.0,9802.5,15820.5,12222.5,9884.0,2012-02-27T08:02:14.239540Z,1.0
1792,8578.5,9514.0,9309.5,15797.0,13451.0,10491.0,2012-02-22T07:44:30.204092Z,1.0
1806,8442.0,9581.0,9202.0,19006.0,13845.0,10502.0,2012-02-25T08:17:23.790810Z,1.0
1813,8969.0,9821.0,9530.0,15300.0,12000.0,10022.5,2012-02-27T08:02:14.239540Z,1.0
1805,8169.0,8746.0,8793.0,12169.0,11378.0,9648.0,2012-02-25T08:17:23.790810Z,1.0
1812,8797.5,9677.5,9908.5,15105.5,15757.0,12480.5,2012-02-27T08:02:14.239540Z,1.0
1807,7944.5,8293.0,7987.0,13203.5,9359.0,8075.0,2012-02-22T07:45:18.098567Z,3.0
1809,8792.5,9680.0,9823.0,15521.0,14631.5,10064.5,2012-02-29T07:50:40.115345Z,2.0
1810,8846.0,9699.5,9763.0,16663.0,14935.5,11538.5,2012-02-29T07:50:40.115345Z,2.0
1800,10440.5,11387.0,11994.5,15680.5,14825.5,12645.5,2012-02-22T07:44:54.150654Z,1.0
1811,8801.0,9246.5,8838.0,10162.5,8438.0,7969.0,2012-02-27T08:02:38.183810Z,0.0
1799,8504.5,9419.0,9412.0,15347.0,13723.0,11019.0,2012-02-29T07:50:40.115345Z,6.0
1801,8292.5,9150.0,8790.5,16895.0,12988.5,9590.0,2012-02-22T07:44:54.150654Z,1.0
1803,8045.0,8358.0,7961.0,13378.5,10070.0,8458.0,2012-02-22T07:45:18.098567Z,2.0
1817,8760.5,9684.0,8981.0,7948.0,7690.0,7579.5,2012-02-25T08:15:47.988258Z,4.0
1808,8713.5,9625.0,9848.5,16233.5,13917.0,11372.0,2012-03-09T07:45:14.466985Z,13.0
1830,9387.0,9982.5,9913.0,14514.0,13073.5,10567.0,2012-02-29T07:49:28.281642Z,2.0
1831,8681.0,9702.0,9538.0,15901.5,14329.5,11291.5,2012-03-05T08:09:11.027280Z,3.0
1829,9000.5,9725.0,9953.0,11944.5,8832.0,8031.0,2012-03-07T07:57:36.476361Z,5.0
1825,8604.0,9507.5,9459.5,15231.0,13418.5,11189.5,2012-03-05T08:09:11.027280Z,4.0
1804,8604.0,9507.5,9459.5,15231.0,13418.5,11189.5,2012-03-05T08:09:11.027280Z,10.0
1828,9120.0,9622.0,9507.0,14591.0,12779.0,11737.0,2012-03-07T07:57:36.476361Z,6.0
1815,,,,,,,,
1802,8523.5,9428.0,9360.0,15336.0,12456.5,10224.0,2012-02-11T08:03:01.449486Z,12.0
1823,9759.0,10904.0,11856.0,15486.5,17514.0,14048.0,2012-03-03T08:23:33.121231Z,3.0
1824,9018.0,9759.0,9763.0,15837.0,15151.0,12073.0,2012-02-29T07:49:52.224624Z,1.0
1818,,,,,,,,
1798,9319.0,10482.5,10244.0,13500.5,12957.5,11144.5,2012-03-05T08:09:34.975584Z,11.0
1819,,,,,,,,
1833,8793.5,9962.5,9876.0,15248.0,12854.0,11090.5,2012-03-05T08:09:34.975584Z,3.0
1834,8794.0,9616.0,9906.0,13331.0,12679.0,10668.0,2012-02-27T08:03:50.025822Z,4.0
1832,8907.0,9732.0,9788.0,13308.0,13236.0,10611.5,2012-02-27T08:03:50.025822Z,4.0
1835,8402.0,9103.5,9680.0,12862.0,8806.0,7953.5,2012-02-27T08:03:50.025822Z,4.0
1841,9367.0,10341.0,10565.0,17787.5,16329.5,12303.5,2012-03-07T07:56:24.630183Z,2.0
1840,8612.5,9449.0,9095.5,14908.5,12442.5,9817.0,2012-03-09T07:45:14.466985Z,4.0
1839,8270.5,9125.0,8731.0,18244.5,13780.0,10285.5,2012-03-09T07:45:14.466985Z,4.0
1816,8793.0,9792.0,10459.0,14259.5,14888.5,11779.0,2012-02-23T08:29:21.650769Z,5.0
1836,8899.0,9833.0,9183.0,7966.0,7626.0,7576.5,2012-03-01T08:34:19.524141Z,3.0
1827,9532.0,10645.0,11875.0,11880.0,8740.0,8293.0,2012-03-23T07:57:39.178534Z,22.0
1826,9950.5,10932.0,11458.5,15091.5,13787.5,11685.0,2012-03-23T07:57:39.178534Z,22.0
1844,8931.5,9750.0,9943.0,15922.0,15541.0,12002.0,2012-03-09T07:45:14.466985Z,3.0
1821,9043.5,9651.0,9693.5,14539.0,12643.0,10601.5,2012-03-23T07:57:15.225654Z,23.0
1822,9396.0,10034.0,10307.0,13263.0,12782.0,11181.0,2012-03-23T07:57:15.225654Z,23.0
1848,8636.0,9745.0,9302.0,10772.5,9195.5,8150.0,2012-03-05T08:09:34.975584Z,1.0
1845,10024.0,11059.0,10878.5,17926.5,14248.5,11202.5,2012-03-09T07:44:50.515800Z,3.0
1853,9319.0,10482.5,10244.0,13500.5,12957.5,11144.5,2012-03-05T08:09:34.975584Z,2.0
1842,9885.0,10655.0,10291.0,18567.0,13689.0,10298.0,2012-02-20T07:56:27.912722Z,14.0
1837,8605.0,9230.5,8989.0,14911.5,12417.0,9626.0,2012-02-27T08:02:38.183810Z,7.0
1843,10148.5,11346.0,11988.5,13877.0,15117.5,13364.5,2012-02-16T08:21:58.815196Z,18.0
1820,,,,,,,,
1851,8930.0,9889.5,9147.0,8173.0,7718.0,7624.0,2012-03-05T08:09:34.975584Z,2.0
1847,9587.5,10448.0,10685.0,15472.5,14526.0,11589.5,2012-03-07T07:56:48.577383Z,1.0
1857,8149.5,8851.5,8466.0,17659.0,11621.0,9216.0,2012-03-09T07:45:14.466985Z,2.0
1852,9839.5,10522.0,11034.5,14001.5,16654.0,13822.0,2011-10-15T07:55:11.823341Z,3.0
1863,10560.0,11348.0,11772.0,16244.0,14646.0,11667.0,2012-03-07T07:56:48.577383Z,0.0
1862,9995.0,10993.5,11383.5,13563.0,11786.5,9829.0,2012-03-07T07:56:48.577383Z,0.0
1861,8713.5,9625.0,9848.5,16233.5,13917.0,11372.0,2012-03-09T07:45:14.466985Z,2.0
1858,8826.0,9519.0,10091.5,12900.0,14742.0,12501.5,2012-06-11T07:56:18.242826Z,4.0
1838,,,,,,,,
1864,9073.5,9779.5,10388.5,13111.0,15341.0,12837.0,2013-06-30T07:57:27.900118Z,2.0
1865,8976.0,9920.5,10817.5,13725.0,16301.0,13890.5,2013-08-25T08:03:58.500160Z,3.0
1850,8429.0,9392.0,9235.5,14931.5,12414.0,10009.0,2012-02-11T08:03:01.449486Z,24.0
1846,8523.5,9428.0,9360.0,15336.0,12456.5,10224.0,2012-02-11T08:03:01.449486Z,24.0
1870,8774.5,9551.5,8980.5,10382.0,9460.5,8448.0,2012-03-12T08:15:45.838057Z,5.0
1856,8429.0,9299.0,9443.0,13693.0,14812.0,11550.0,2012-02-29T07:51:04.063043Z,7.0
1860,9190.0,10030.0,10765.0,13944.5,17342.0,14770.5,2012-09-24T07:51:16.847459Z,11.0
1849,9532.0,10645.0,11875.0,11880.0,8740.0,8293.0,2012-03-23T07:57:39.178534Z,17.0
1859,,,,,,,,
1854,,,,,,,,
1871,8556.0,9277.0,9928.0,13975.5,15172.0,12529.5,2014-06-09T08:01:36.410616Z,1.0
1873,9077.5,9201.0,9109.5,10671.5,10644.5,9674.5,2012-03-10T08:29:42.547782Z,3.0
1874,9016.0,10103.5,11088.0,14557.0,16555.5,13872.0,2014-08-28T08:02:00.081102Z,8.0
1872,8850.0,9940.5,11109.0,13993.0,16105.0,13229.5,2014-07-19T07:59:28.248695Z,1.0
1875,9185.0,10326.0,10721.0,15937.5,16488.5,13857.5,2012-03-09T07:44:26.566159Z,2.0
1877,9462.5,10507.5,10737.5,10675.0,10415.5,9625.5,2012-03-14T08:03:00.927981Z,6.0
1855,8414.5,9107.5,8829.5,15905.5,12382.5,9503.0,2012-03-25T07:44:29.592543Z,18.0
1868,8460.0,9435.5,9362.5,16909.5,14502.0,11633.0,2014-01-16T08:03:04.405962Z,4.0
1866,9052.0,9953.0,10843.5,13904.5,16743.0,14187.5,2013-09-10T08:03:56.284287Z,6.0
1879,9146.0,9847.5,10731.0,11269.0,8183.0,7888.0,2012-03-07T07:57:36.476361Z,1.0
1869,9524.0,10672.0,11752.5,15202.0,16623.5,13632.5,2012-03-23T07:56:51.274356Z,16.0
1867,8874.0,9480.0,9897.0,13163.0,13578.0,11016.5,2012-03-23T07:56:51.274356Z,16.0
1882,9187.0,10443.0,11242.0,15213.0,15447.5,12938.0,2012-03-10T08:29:18.592204Z,2.0
1884,8894.5,9914.0,10040.0,14911.0,13081.0,10792.5,2012-03-14T08:02:13.031508Z,1.0
1885,8676.0,9570.5,9734.0,14526.5,12488.0,10229.0,2012-03-14T08:02:13.031508Z,1.0
1887,8792.5,9680.0,9823.0,15521.0,14631.5,10064.5,2012-02-29T07:50:40.115345Z,13.0
1881,8793.0,9563.0,9157.5,12422.5,10443.0,8906.5,2012-03-14T08:03:00.927981Z,2.0
1883,8869.0,9767.5,10478.0,14310.0,16376.0,13148.0,2012-03-14T08:02:13.031508Z,1.0
1890,8349.0,8804.5,8537.0,8591.0,7894.0,7733.0,2012-03-14T08:03:00.927981Z,1.0
1893,,,,,,,,
1880,8752.5,9566.0,9792.5,15451.5,14838.5,12144.0,2012-03-09T07:45:14.466985Z,0.0
1886,8389.0,9339.0,9085.5,17472.0,14076.0,10629.5,2012-03-09T07:44:50.515800Z,4.0
1891,8536.5,9434.0,9144.0,16637.0,13780.0,10487.0,2012-03-14T08:03:00.927981Z,1.0
1892,9035.5,9941.5,10386.0,14846.5,15989.5,13078.0,2012-03-14T08:03:00.927981Z,1.0
1876,8672.5,9694.0,9806.0,16721.5,14262.0,11274.0,2012-03-25T07:44:29.592543Z,17.0
1896,8720.0,9557.0,8849.0,8053.5,7709.5,7641.0,2012-03-12T08:15:45.838057Z,2.0
1894,9654.0,11370.0,12204.0,12619.0,10333.0,9177.0,2012-03-09T07:45:38.419535Z,4.0
1889,8690.0,9515.0,9655.0,15263.5,15357.5,11707.5,2012-03-14T08:02:36.978885Z,1.0
1878,,,,,,,,
1903,8975.5,9754.0,10076.5,14319.5,13749.5,11383.0,2012-03-14T08:03:00.927981Z,1.0
1898,8593.0,9259.0,9426.5,14562.0,14340.5,11674.5,2012-03-14T08:03:00.927981Z,0.0
1900,9283.0,10354.5,10575.0,16342.5,14333.5,11781.0,2012-03-12T08:15:45.838057Z,2.0
1899,9027.5,9854.0,10241.0,13646.0,13672.0,11798.5,2012-03-14T08:03:00.927981Z,0.0
1901,8525.5,9461.0,9529.5,14698.0,14548.0,11814.0,2012-03-09T07:44:50.515800Z,6.0
1888,,,,,,,,
1905,8749.0,9609.5,9627.5,14506.0,13478.5,10935.0,2012-03-21T08:09:12.857940Z,5.0
1904,8895.5,9939.0,9663.0,15994.0,13934.0,10827.0,2012-03-21T08:09:12.857940Z,6.0
1911,8793.0,9563.0,9157.5,12422.5,10443.0,8906.5,2012-03-14T08:03:00.927981Z,5.0
1895,8813.0,9961.5,9812.5,15544.5,11148.0,9020.5,2012-03-12T08:16:57.697281Z,1.0
1910,9049.0,10113.0,10038.0,10656.5,9198.5,8904.0,2012-03-17T08:34:19.672188Z,0.0
1914,8349.0,8804.5,8537.0,8591.0,7894.0,7733.0,2012-03-14T08:03:00.927981Z,6.0
1902,,,,,,,,
1913,8888.0,9983.0,10454.5,16303.5,16116.5,12984.5,2012-02-29T07:49:52.224624Z,20.0
1907,10294.5,11629.0,12734.0,17193.0,12210.0,10285.0,2012-04-01T07:51:27.094248Z,16.0
1917,8517.5,9546.0,9784.5,15640.0,14570.5,11612.0,2012-03-25T07:44:29.592543Z,5.0
1922,9628.5,11178.5,12085.0,15779.0,14861.5,12985.0,2012-03-26T08:29:21.035351Z,5.0
1906,9647.0,10778.0,11957.0,14217.0,8819.0,8020.0,2012-04-01T07:51:27.094248Z,16.0
1916,8603.0,9148.0,9423.5,12944.0,12361.0,10449.0,2012-03-26T08:29:21.035351Z,6.0
1908,,,,,,,,
1912,9510.0,10282.0,10768.5,15840.0,14792.5,11856.0,2012-03-23T07:56:27.324532Z,4.0
1909,8899.0,9833.0,9183.0,7966.0,7626.0,7576.5,2012-03-01T08:34:19.524141Z,16.0
1897,,,,,,,,
1923,8096.5,8882.5,8373.5,18071.5,11755.0,9026.5,2012-03-25T07:45:17.496865Z,2.0
1924,8641.5,9629.5,9529.5,16424.0,12783.0,10220.5,2012-03-25T07:45:17.496865Z,2.0
1920,8495.5,9521.5,9637.5,17723.0,12512.5,9965.0,2012-04-03T07:38:40.897251Z,13.0
1927,8622.5,9442.5,8852.0,18322.0,13292.0,9891.5,2012-03-25T07:45:17.496865Z,1.0
1930,8628.0,9333.0,9427.0,14547.0,13289.0,10714.0,2012-03-26T08:29:21.035351Z,0.0
1925,8401.5,9145.0,8929.0,15315.5,12413.5,9669.5,2012-03-25T07:45:17.496865Z,1.0
1915,9635.5,10713.5,11341.5,15009.0,17024.5,14464.0,2012-03-10T08:29:18.592204Z,10.0
1919,,,,,,,,
1934,8220.0,9082.0,8727.0,18571.0,12855.0,9577.0,2012-03-25T07:44:29.592543Z,2.0
1918,8720.0,9557.0,8849.0,8053.5,7709.5,7641.0,2012-03-12T08:15:45.838057Z,9.0
1921,8504.5,9419.0,9412.0,15347.0,13723.0,11019.0,2012-02-29T07:50:40.115345Z,21.0
1937,8749.0,9609.5,9627.5,14506.0,13478.5,10935.0,2012-03-21T08:09:12.857940Z,6.0
1939,8012.0,8599.0,8718.0,11373.0,11165.0,9693.0,2012-03-12T08:17:21.653310Z,15.0
1940,8310.0,9623.0,9492.0,19232.5,15402.5,11458.5,2012-03-12T08:17:21.653310Z,15.0
1931,8869.0,9767.5,10478.0,14310.0,16376.0,13148.0,2012-03-14T08:02:13.031508Z,13.0
1929,9035.5,9941.5,10386.0,14846.5,15989.5,13078.0,2012-03-14T08:03:00.927981Z,12.0
1936,8536.5,9434.0,9144.0,16637.0,13780.0,10487.0,2012-03-14T08:03:00.927981Z,13.0
1932,8894.5,9914.0,10040.0,14911.0,13081.0,10792.5,2012-03-14T08:02:13.031508Z,13.0
1933,8676.0,9570.5,9734.0,14526.5,12488.0,10229.0,2012-03-14T08:02:13.031508Z,13.0
1945,8096.5,8882.5,8373.5,18071.5,11755.0,9026.5,2012-03-25T07:45:17.496865Z,3.0
1946,8641.5,9629.5,9529.5,16424.0,12783.0,10220.5,2012-03-25T07:45:17.496865Z,3.0
1948,9032.0,9794.0,10084.0,15667.0,14180.5,10960.0,2012-03-23T07:56:27.324532Z,5.0
1947,8659.5,9172.0,9230.5,10051.0,8324.5,8074.0,2012-03-30T08:02:37.365065Z,2.0
1928,7444.0,7740.0,7605.0,10054.0,8439.0,7712.0,2012-04-10T07:45:12.258802Z,15.0
1935,8690.0,9515.0,9655.0,15263.5,15357.5,11707.5,2012-03-14T08:02:36.978885Z,13.0
1926,8468.0,9004.5,9021.5,14292.5,12841.5,10173.5,2012-03-14T08:02:36.978885Z,12.0
1944,8559.5,9296.0,9144.0,15736.5,13756.5,10200.0,2012-03-25T07:44:53.544084Z,3.0
1943,8879.5,9586.5,9604.5,13945.0,13687.5,11171.0,2012-03-23T07:56:27.324532Z,5.0
1941,9759.0,10904.0,11856.0,15486.5,17514.0,14048.0,2012-03-03T08:23:33.121231Z,24.0
1942,8807.0,9649.0,9786.0,14517.5,13738.5,11029.5,2012-04-08T07:56:23.150327Z,12.0
1951,9692.5,10723.0,11193.0,14186.5,12438.5,10598.0,2012-03-23T07:57:39.178534Z,5.0
1959,9532.0,10645.0,11875.0,11880.0,8740.0,8293.0,2012-03-23T07:57:39.178534Z,6.0
1952,9396.0,10034.0,10307.0,13263.0,12782.0,11181.0,2012-03-23T07:57:15.225654Z,5.0
1950,9043.5,9651.0,9693.5,14539.0,12643.0,10601.5,2012-03-23T07:57:15.225654Z,5.0
1938,,,,,,,,
1958,9950.5,10932.0,11458.5,15091.5,13787.5,11685.0,2012-03-23T07:57:39.178534Z,6.0
1957,9272.0,9959.0,9859.0,14388.0,13909.5,11508.0,2012-03-21T08:09:36.809148Z,8.0
1955,9109.0,9568.0,9665.0,11407.0,9428.0,8337.0,2012-03-23T07:56:51.274356Z,6.0
1956,9524.0,10672.0,11752.5,15202.0,16623.5,13632.5,2012-03-23T07:56:51.274356Z,6.0
1960,8874.0,9480.0,9897.0,13163.0,13578.0,11016.5,2012-03-23T07:56:51.274356Z,7.0
1954,8327.5,8938.0,9051.0,14281.0,12444.5,10010.0,2012-04-17T07:50:12.489601Z,20.0
1949,9547.0,10609.0,11495.0,13019.5,10132.0,9732.0,2012-04-08T07:57:35.004171Z,11.0
1963,9547.0,10609.0,11495.0,13019.5,10132.0,9732.0,2012-04-08T07:57:35.004171Z,9.0
1964,8701.0,9434.0,8942.0,7920.0,7678.0,7381.0,2012-04-02T08:34:18.548455Z,1.0
1967,8559.5,9296.0,9144.0,15736.5,13756.5,10200.0,2012-03-25T07:44:53.544084Z,8.0
1968,8096.5,8882.5,8373.5,18071.5,11755.0,9026.5,2012-03-25T07:45:17.496865Z,8.0
1961,8895.5,9939.0,9663.0,15994.0,13934.0,10827.0,2012-03-21T08:09:12.857940Z,9.0
1966,9842.0,10602.0,10595.0,16951.5,13831.5,11475.0,2012-04-01T07:51:03.141172Z,1.0
1953,8073.0,8795.5,8675.0,14283.0,12130.0,9738.5,2012-03-12T08:17:21.653310Z,16.0
1962,8437.0,9353.0,9537.0,13361.0,12433.0,10367.0,2012-03-14T08:03:48.830419Z,16.0
1974,8807.0,9649.0,9786.0,14517.5,13738.5,11029.5,2012-04-08T07:56:23.150327Z,5.0
1970,8118.0,8532.0,8341.0,12976.0,9725.0,8347.0,2012-03-19T08:23:34.100277Z,15.0
1977,8819.5,9579.0,9569.5,13855.0,13813.0,11123.5,2012-04-08T07:56:23.150327Z,4.0
1965,8980.0,9772.0,9804.0,16323.0,15223.0,11333.0,2012-04-08T07:56:23.150327Z,6.0
1978,8066.0,8848.0,8660.0,15252.5,12188.0,9680.0,2012-04-10T07:44:24.355231Z,6.0
1975,,,,,,,,
1972,,,,,,,,
1969,8168.0,8904.0,8823.0,13888.0,10969.0,9000.0,2012-03-19T08:23:34.100277Z,14.0
1986,8755.5,9724.5,10067.5,14610.5,15013.0,12373.5,2012-04-08T07:56:23.150327Z,4.0
1983,8619.0,9308.5,9988.0,12759.0,14312.0,11773.0,2012-04-08T07:56:47.100205Z,4.0
1980,9638.0,10578.0,10950.0,10467.0,9179.0,8831.0,2012-04-08T07:56:47.100205Z,4.0
1984,9203.0,10427.0,11458.5,14471.0,16120.0,13123.5,2012-04-08T07:56:47.100205Z,4.0
1985,9573.0,10848.0,11730.5,15736.0,12628.0,10785.0,2012-04-08T07:57:35.004171Z,4.0
1981,8536.5,9434.0,9144.0,16637.0,13780.0,10487.0,2012-03-14T08:03:00.927981Z,21.0
1987,8507.0,9511.5,9626.5,16016.0,14108.0,11021.0,2012-04-10T07:44:24.355231Z,5.0
1973,,,,,,,,
1979,9081.0,10130.0,10820.5,14685.0,16651.0,13312.0,2012-04-10T07:44:48.306312Z,6.0
1982,9109.0,9568.0,9665.0,11407.0,9428.0,8337.0,2012-03-23T07:56:51.274356Z,12.0
1997,8011.5,8994.5,8860.0,16558.0,12474.5,10075.5,2012-04-10T07:44:48.306312Z,1.0
1976,9054.0,9928.5,9125.0,8021.5,7596.0,7502.0,2012-04-22T08:09:41.843225Z,18.0
1995,9054.0,9928.5,9125.0,8021.5,7596.0,7502.0,2012-04-22T08:09:41.843225Z,11.0
1994,9035.5,9941.5,10386.0,14846.5,15989.5,13078.0,2012-03-14T08:03:00.927981Z,27.0
1989,8869.0,9767.5,10478.0,14310.0,16376.0,13148.0,2012-03-14T08:02:13.031508Z,27.0
1990,8894.5,9914.0,10040.0,14911.0,13081.0,10792.5,2012-03-14T08:02:13.031508Z,27.0
1996,8616.0,9443.0,9419.0,14100.0,12525.0,10614.0,2012-04-10T07:44:00.405532Z,1.0
1988,8793.0,9563.0,9157.5,12422.5,10443.0,8906.5,2012-03-14T08:03:00.927981Z,27.0
1991,8676.0,9570.5,9734.0,14526.5,12488.0,10229.0,2012-03-14T08:02:13.031508Z,27.0
1993,8659.5,9172.0,9230.5,10051.0,8324.5,8074.0,2012-03-30T08:02:37.365065Z,11.0
1971,8842.0,9719.0,10431.0,13753.0,15042.0,12521.0,2012-05-03T07:49:51.260025Z,30.0
2008,9036.0,10019.5,9686.5,17916.5,14670.0,10799.5,2012-04-10T07:44:48.306312Z,2.0
2015,9573.0,10848.0,11730.5,15736.0,12628.0,10785.0,2012-04-08T07:57:35.004171Z,4.0
2003,9573.0,10848.0,11730.5,15736.0,12628.0,10785.0,2012-04-08T07:57:35.004171Z,3.0
2000,8349.0,8804.5,8537.0,8591.0,7894.0,7733.0,2012-03-14T08:03:00.927981Z,28.0
1999,8690.0,9515.0,9655.0,15263.5,15357.5,11707.5,2012-03-14T08:02:36.978885Z,28.0
1998,,,,,,,,
1992,9907.0,10468.0,11366.0,14377.0,16143.0,12851.5,2012-04-17T07:50:36.439087Z,7.0
2016,8274.5,8908.0,9085.0,12692.5,11545.0,9863.0,2012-04-11T08:29:15.813109Z,1.0
2009,9462.5,10507.5,10737.5,10675.0,10415.5,9625.5,2012-03-14T08:03:00.927981Z,29.0
2002,8712.0,9474.0,9690.5,14593.0,14307.0,11368.0,2012-03-14T08:03:24.878336Z,28.0
2011,8712.0,9474.0,9690.5,14593.0,14307.0,11368.0,2012-03-14T08:03:24.878336Z,29.0
2010,9019.0,9852.0,10307.5,13560.5,14033.0,11980.5,2012-03-14T08:03:24.878336Z,29.0
2004,,,,,,,,
2001,8577.0,9252.0,9353.0,14475.5,14198.0,11479.0,2012-03-14T08:03:24.878336Z,28.0
2012,,,,,,,,
2007,9794.0,10643.0,10811.5,13050.0,12730.0,10769.5,2012-04-26T07:45:05.647592Z,14.0
2005,9073.0,9921.0,10037.0,12872.0,12111.5,10357.5,2012-04-22T08:09:41.843225Z,10.0
2020,10145.0,11062.5,12206.5,14080.5,14973.0,13272.0,2012-04-11T08:29:15.813109Z,2.0
2017,8386.0,8951.0,8888.5,14443.5,12129.0,9685.5,2012-04-17T07:50:12.489601Z,4.0
2018,10421.0,11320.5,11777.5,17422.5,17514.5,14233.5,2012-04-06T08:09:09.748986Z,7.0
2014,8865.0,9746.5,9796.0,13466.5,12468.0,10508.0,2012-04-22T08:09:41.843225Z,10.0
2021,8762.0,9743.0,9020.0,8176.0,7717.0,7565.0,2012-04-18T08:34:17.273207Z,3.0
2022,8980.0,9772.0,9804.0,16323.0,15223.0,11333.0,2012-04-08T07:56:23.150327Z,8.0
2006,,,,,,,,
