Latitude,Longitude,Sample Date,Total Alkalinity,Electrical Conductance,Dissolved Reactive Phosphorus,blue,green,red,nir08,swir16,swir22,image_date,days_offset,pet,ppt,tmax,tmin,q
-27.01011111,26.69808333,2011-07-20,169.941,717.0,26.0,8623.0,9208.0,9294.5,10792.5,11439.5,10452.5,2011-09-04T08:02:14.958363Z,46.0,189.3,1.4,18.449999,0.26999998,0.1
-28.75,30.442778,2011-07-20,94.345,236.9,10.0,9075.5,9633.5,9919.0,11658.0,11573.0,10400.0,2011-06-11T07:44:21.620925Z,39.0,166.6,4.5,22.0,5.54,0.2
-29.161667,30.629722,2011-07-20,24.856,92.7,10.0,9053.5,9644.5,10052.0,12397.5,15341.0,14016.0,2011-08-30T07:44:08.039569Z,41.0,144.3,13.2,17.27,4.27,0.7000000000000001
-30.534167,24.961944,2011-07-20,358.766,931.0,10.0,9787.0,10437.5,10794.0,12125.0,13902.0,12572.0,2011-08-03T08:03:09.234479Z,14.0,217.8,6.9,12.66,-3.03,0.3
-34.092222,21.295278,2011-07-20,36.323,360.0,10.0,8729.5,9443.0,9499.0,16955.0,14543.0,11466.0,2011-07-16T08:16:46.756631Z,4.0,181.40001,62.1,19.47,5.06,15.5
-33.13083,18.86278,2011-07-20,20.368,316.2,10.0,12023.5,12671.0,13134.0,18849.0,17544.0,15226.5,2011-06-28T08:28:44.500805Z,22.0,210.1,27.8,18.93,6.95,1.4
-31.000833,26.353056,2011-07-21,261.736,545.0,45.0,8921.0,9457.0,9648.0,10270.0,10359.0,9269.0,2011-07-27T07:57:24.406556Z,6.0,196.2,26.9,13.929999,-2.84,1.3
-33.7075,18.97444444,2011-07-21,8.01,149.8,23.0,8312.5,9013.5,8736.0,12716.5,10523.0,9388.0,2011-08-15T08:28:37.865372Z,25.0,212.8,44.5,18.779999,6.37,2.2
-25.99136,27.84208,2011-07-25,137.347,444.0,123.0,9020.0,9604.0,10313.5,13605.0,14197.0,11844.5,2011-07-27T07:55:48.601219Z,2.0,173.1,0.5,18.66,0.69,0.0
-26.861111,28.884722,2011-07-25,185.324,634.0,180.0,9151.5,10057.0,11155.0,13411.0,15685.0,13113.0,2011-07-27T07:55:48.601219Z,2.0,164.90001,2.9000000000000004,17.05,-2.72,0.1
-26.006389,29.253889,2011-07-26,114.709,688.0,10.0,8364.0,8737.5,8900.0,9199.0,10408.0,10321.5,2011-07-27T07:55:48.601219Z,1.0,159.90001,1.2000000000000002,19.24,0.13,0.1
-29.380556,30.2775,2011-07-26,29.428,97.1,10.0,8897.5,9491.0,10014.0,12540.5,14857.5,12564.0,2011-08-30T07:44:08.039569Z,35.0,144.1,13.5,18.51,2.4099998,0.7000000000000001
-26.648056,27.089444,2011-07-26,266.242,648.0,10.0,9457.0,10787.0,12231.0,15866.0,19134.0,15161.0,2011-09-04T08:01:51.009524Z,40.0,179.7,1.1,18.359999,-0.45,0.1
-26.880278,26.965,2011-07-26,274.547,720.0,128.0,9298.0,10335.0,11493.0,15050.0,17528.0,13965.5,2011-09-04T08:02:14.958363Z,40.0,182.1,1.6,18.56,-0.02,0.1
-26.98472222,26.63227778,2011-07-26,271.071,692.0,84.0,9625.0,10864.0,11976.0,15621.0,17782.0,14257.0,2011-09-04T08:02:14.958363Z,40.0,188.5,1.4,18.279999,0.19999999,0.1
-28.141944,26.417778,2011-07-26,240.212,623.0,10.0,8996.5,9950.5,10430.0,14796.0,15041.5,12545.0,2011-09-04T08:02:14.958363Z,40.0,196.40001,4.800000000000001,16.85,-1.8499999,0.2
-27.044444,27.005,2011-07-26,134.205,364.0,18.0,9692.0,11061.0,12945.0,15642.5,20149.0,15460.0,2011-09-04T08:02:14.958363Z,40.0,184.5,1.7000000000000002,18.41,-0.07,0.1
-33.501667,21.624167,2011-07-26,53.558,311.9,10.0,8699.0,9480.5,9830.0,11511.0,10995.0,9423.0,2011-08-01T08:16:19.429505Z,6.0,193.40001,36.6,17.859999,3.48,1.8
-25.45963889,28.26430556,2011-07-26,193.693,707.0,82.0,9139.0,9926.0,11096.0,13959.0,15156.5,12552.5,2011-07-27T07:55:48.601219Z,1.0,177.0,0.7000000000000001,22.0,2.24,0.0
-29.161667,23.696389,2011-07-27,87.124,234.5,15.0,9781.0,11575.0,12466.0,9062.0,7655.0,7675.0,2011-08-01T08:15:07.566683Z,5.0,226.6,0.6000000000000001,18.449999,0.04,0.0
-25.81048333,27.90955222,2011-07-27,137.669,635.0,10.0,9240.0,10157.5,10917.0,13029.0,15828.0,12748.0,2011-07-27T07:55:48.601219Z,0.0,176.0,0.4,20.06,1.39,0.0
-34.065833,20.404167,2011-07-27,55.247,608.0,10.0,7859.0,8388.0,8231.0,12189.0,9578.0,8251.0,2011-08-08T08:22:51.643357Z,12.0,194.90001,46.8,19.609999,6.12,2.3000000000000003
-23.23572222,27.717,2011-07-27,15.916,66.8,10.0,8924.0,9854.75,10129.0,14253.5,13797.0,11313.75,,,179.8,2.2,24.34,3.56,0.1
-27.4275,28.525833,2011-07-27,28.38,157.3,14.0,9298.0,10448.0,11129.0,15457.0,13019.0,10245.0,2011-07-27T07:56:12.550417Z,0.0,167.7,3.0,16.72,-3.54,0.2
-27.935,26.126667,2011-07-27,58.077,168.2,124.0,9695.0,10856.0,11911.0,14369.0,17660.0,14432.0,2011-09-04T08:02:14.958363Z,39.0,196.7,3.3000000000000003,17.85,-2.11,0.2
-29.033333,23.983333,2011-07-27,191.229,1127.0,38.0,8930.0,9850.0,10416.0,12099.0,13014.0,11581.0,2011-08-01T08:15:07.566683Z,5.0,221.90001,0.8,18.52,-0.34,0.0
-34.075556,20.145556,2011-07-27,13.995,403.0,10.0,8859.0,9825.0,10224.5,16025.5,15554.0,12436.0,2011-08-08T08:22:51.643357Z,12.0,197.40001,44.5,18.96,5.77,2.2
-22.91028,29.61111,2011-07-28,31.883,90.1,10.0,9286.0,10151.0,10618.0,13335.0,13250.0,11795.5,2011-08-12T07:54:56.203298Z,15.0,163.1,2.1,24.17,6.0899997,0.1
-24.925278,29.324444,2011-07-28,198.777,1146.0,18.0,8924.0,9854.75,10129.0,14253.5,13797.0,11313.75,,,177.1,2.1,23.74,2.79,0.1
-26.905,32.324722,2011-07-28,121.697,410.0,10.0,8924.0,9854.75,10129.0,14253.5,13797.0,11313.75,,,169.7,3.6,25.73,10.19,0.2
-27.38972222,26.46388889,2011-07-28,137.996,670.0,14.0,9533.0,10679.5,11587.5,12531.0,13497.0,12132.0,2011-09-04T08:02:14.958363Z,38.0,197.5,2.8000000000000003,18.77,-0.26999998,0.1
-27.398611,26.614722,2011-07-28,223.5795,680.0,120.0,8990.0,9993.0,10734.5,13482.5,14245.5,12485.5,2011-09-04T08:02:14.958363Z,38.0,195.8,2.8000000000000003,18.96,0.19999999,0.1
-27.671111,27.236944,2011-07-28,204.792,492.0,80.0,9466.5,10081.0,10926.0,12113.0,13296.0,11983.0,2011-07-27T07:56:12.550417Z,1.0,188.3,2.7,18.16,-0.39999998,0.1
-28.404444,30.013056,2011-07-29,43.409,188.5,17.0,8799.0,9561.0,10724.0,13335.0,16019.0,12477.0,2011-07-20T07:50:27.159219Z,9.0,165.40001,4.0,19.97,1.73,0.2
-28.058889,30.373611,2011-07-29,103.627,557.0,29.0,9296.5,10057.5,10705.5,12469.0,14050.5,11817.5,2011-08-21T07:49:56.604631Z,23.0,160.6,4.0,18.789999,1.6999999,0.2
-28.760833,17.730278,2011-07-31,153.397,452.0,10.0,9824.0,11435.0,12483.0,9872.0,7694.0,7570.0,2011-07-12T08:39:54.503189Z,19.0,249.8,3.3000000000000003,22.66,8.74,0.2
-29.7775,29.470833,2011-08-01,34.672,82.6,16.0,8881.0,9475.0,10047.5,11531.0,13495.0,12108.5,2011-07-20T07:50:51.110289Z,12.0,144.7,4.3,19.21,0.37,0.2
-29.987778,29.851667,2011-08-01,36.55,93.7,10.0,9024.5,9564.0,9995.5,13526.5,12985.5,10745.0,2011-07-20T07:50:51.110289Z,12.0,144.90001,5.6000000000000005,21.71,3.9499998,0.3
-29.744167,29.905833,2011-08-01,23.488,69.2,10.0,8979.5,9910.0,10856.5,13396.0,15025.5,12219.5,2011-07-20T07:50:51.110289Z,12.0,150.0,5.300000000000001,22.16,3.9499998,0.3
-27.169444,29.233889,2011-08-01,168.713,434.0,10.0,10375.5,11403.0,12828.0,15208.0,19998.5,16139.0,2011-08-21T07:49:56.604631Z,20.0,162.0,27.3,20.47,0.29,1.4
-26.45,28.085833,2011-08-01,110.805,700.0,80.0,9502.5,10720.0,12540.0,15210.0,17974.0,14201.0,2011-07-27T07:55:48.601219Z,5.0,170.6,12.1,22.23,2.53,0.6000000000000001
-27.4,26.624722,2011-08-01,313.284,972.0,16.0,9178.0,10203.5,10925.0,13854.0,15255.5,13207.0,2011-09-04T08:02:14.958363Z,34.0,195.8,4.4,23.43,2.54,0.2
-25.127778,27.628889,2011-08-02,190.596,619.0,163.0,9810.0,10915.5,12165.5,15424.0,18619.0,14396.5,2011-09-20T08:01:22.644140Z,49.0,187.5,16.2,25.779999,5.18,0.8
-25.20639,27.558,2011-08-02,161.592,746.0,10.0,9350.5,9741.0,9954.0,12506.5,12634.5,10815.5,2011-09-20T08:01:22.644140Z,49.0,185.90001,12.8,25.529999,4.92,0.6000000000000001
-24.69514,27.40906,2011-08-02,169.862,734.0,32.0,10032.0,10829.0,11342.0,15099.0,13706.0,11623.0,2011-09-20T08:01:22.644140Z,49.0,187.7,14.0,25.47,5.95,0.7000000000000001
-30.733889,29.828333,2011-08-02,31.366,94.1,15.0,9589.0,9969.0,10490.0,13243.0,12572.0,10654.0,2011-07-20T07:50:51.110289Z,13.0,142.2,9.6,21.98,7.48,0.5
-27.802778,28.768333,2011-08-02,69.34,238.6,27.0,19128.0,19653.0,20642.0,20480.0,9890.0,8627.0,2011-07-27T07:56:12.550417Z,6.0,162.6,21.5,20.109999,-0.31,1.1
-30.160091,27.40124,2011-08-02,98.48,228.7,10.0,9310.5,10198.0,11063.0,12620.0,14125.5,12338.5,2011-07-27T07:57:00.452933Z,6.0,181.7,3.3000000000000003,19.49,2.07,0.2
-30.336111,27.359444,2011-08-02,89.325,199.5,10.0,9148.0,10209.0,10645.0,9241.0,8613.0,8006.0,2011-07-27T07:57:00.452933Z,6.0,182.7,4.2,19.4,1.8299999,0.2
-34.405833,19.600556,2011-08-02,36.247,1237.0,10.0,8985.0,9749.5,9711.5,16444.5,13895.5,11259.5,2011-08-15T08:29:01.823051Z,13.0,174.1,66.2,17.779999,7.24,3.3000000000000003
-27.01011111,26.69808333,2011-08-03,141.317,714.0,10.0,8623.0,9208.0,9294.5,10792.5,11439.5,10452.5,2011-09-04T08:02:14.958363Z,32.0,189.3,5.6000000000000005,22.67,3.02,0.3
-30.830556,26.921389,2011-08-03,112.811,248.0,51.0,9217.0,9659.0,10161.0,10207.0,9579.0,8923.0,2011-07-27T07:57:00.452933Z,7.0,190.3,5.1000000000000005,19.15,1.18,0.3
-30.398056,30.601944,2011-08-03,27.834,211.8,10.0,8926.0,9608.0,9543.0,15698.5,12468.0,9837.0,2011-08-30T07:44:31.991991Z,27.0,148.3,19.8,22.98,12.099999,1.0
-27.00222,28.76528,2011-08-03,227.119,496.0,10.0,9324.0,10388.0,11318.5,12687.0,15213.5,12483.0,2011-07-27T07:56:12.550417Z,7.0,166.1,22.6,21.08,-0.03,1.1
-27.02314,28.59389,2011-08-03,184.931,478.0,10.0,8942.0,9743.0,9902.0,10501.5,10633.5,9547.5,2011-07-27T07:56:12.550417Z,7.0,168.3,21.4,21.75,0.42999998,1.1
-26.970278,27.211111,2011-08-03,147.711,694.0,65.0,8087.5,8522.5,8329.5,8393.0,7912.5,7778.0,2011-09-04T08:02:14.958363Z,32.0,181.3,10.0,22.689999,2.6499999,0.5
-27.4275,28.525833,2011-08-03,41.566,114.4,10.0,9298.0,10448.0,11129.0,15457.0,13019.0,10245.0,2011-07-27T07:56:12.550417Z,7.0,167.7,22.700000000000003,20.91,-0.44,1.1
-27.3,28.586944,2011-08-03,135.306,334.4,10.0,9326.5,10375.0,11956.0,13842.5,15607.0,12663.0,2011-07-27T07:56:12.550417Z,7.0,168.1,25.0,21.16,-0.29,1.3
-27.398611,26.614722,2011-08-03,234.034,715.0,120.0,8990.0,9993.0,10734.5,13482.5,14245.5,12485.5,2011-09-04T08:02:14.958363Z,32.0,195.8,4.4,23.43,2.54,0.2
-30.679722,26.7125,2011-08-03,114.932,246.9,10.0,9651.0,10771.0,11712.0,10205.0,8276.0,8095.5,2011-07-27T07:57:00.452933Z,7.0,195.0,4.1000000000000005,19.789999,1.1999999,0.2
-27.495556,26.074722,2011-08-03,245.082,737.0,10.0,9675.0,11092.0,12815.0,15303.0,19447.5,15285.0,2011-09-04T08:02:14.958363Z,32.0,200.7,2.4000000000000004,23.1,2.12,0.1
-29.803611,30.516111,2011-08-05,86.687,314.7,10.0,9154.5,10008.5,9993.5,14498.5,13777.0,11393.5,2011-08-30T07:44:31.991991Z,25.0,143.8,3.8,22.63,7.0899997,0.2
-26.73806,27.59194,2011-08-07,140.053,674.0,114.0,9162.0,9656.0,9627.0,10114.5,8571.0,8216.0,2011-07-27T07:56:12.550417Z,11.0,174.5,9.4,22.05,2.44,0.5
-25.99136,27.84208,2011-08-08,121.944,437.0,125.0,9355.0,10209.0,10932.0,13623.0,16428.0,13199.0,2011-08-12T07:55:44.100518Z,4.0,173.1,11.6,22.67,3.82,0.6000000000000001
-26.861111,28.884722,2011-08-08,187.082,667.0,180.0,9465.0,10317.0,11421.0,13343.0,15842.5,13254.5,2011-08-12T07:55:44.100518Z,4.0,164.90001,21.0,21.01,0.24,1.1
-26.45,28.085833,2011-08-08,131.178,682.0,67.0,9655.0,10725.0,12459.0,14945.0,18207.5,14532.0,2011-08-12T07:55:44.100518Z,4.0,170.6,12.1,22.23,2.53,0.6000000000000001
-29.160278,26.573333,2011-08-08,229.543,584.0,10.0,9282.5,10035.0,10826.0,12394.0,14834.0,12839.5,2011-09-04T08:02:38.908496Z,27.0,200.0,1.7000000000000002,21.06,0.32,0.1
-27.01011111,26.69808333,2011-08-09,139.175,713.0,104.0,8623.0,9208.0,9294.5,10792.5,11439.5,10452.5,2011-09-04T08:02:14.958363Z,26.0,189.3,5.6000000000000005,22.67,3.02,0.3
-27.00222,28.76528,2011-08-09,209.982,507.0,19.0,9631.0,10728.0,12375.0,14379.0,18087.0,14531.0,2011-08-12T07:56:08.051346Z,3.0,166.1,22.6,21.08,-0.03,1.1
-26.880278,26.965,2011-08-09,272.353,725.0,185.0,9298.0,10335.0,11493.0,15050.0,17528.0,13965.5,2011-09-04T08:02:14.958363Z,26.0,182.1,8.8,22.609999,2.6799998,0.4
-26.98472222,26.63227778,2011-08-09,273.015,752.0,84.0,9625.0,10864.0,11976.0,15621.0,17782.0,14257.0,2011-09-04T08:02:14.958363Z,26.0,188.5,5.6000000000000005,22.869999,3.4199998,0.3
-28.69485,28.23487,2011-08-09,176.56,394.0,10.0,8727.0,9279.0,9924.0,11991.0,12108.0,10872.0,2011-08-12T07:56:32.003705Z,3.0,165.0,11.6,19.109999,0.78999996,0.6000000000000001
-29.615556,27.065278,2011-08-09,144.986,373.0,10.0,9732.0,10952.0,11889.5,13476.0,15800.5,13532.5,2011-08-12T07:56:55.957295Z,3.0,188.5,1.8,19.869999,0.91999996,0.1
-28.883333,27.89,2011-08-09,147.683,305.6,10.0,8914.5,9602.0,10036.0,11639.0,12698.5,11905.5,2011-08-12T07:56:32.003705Z,3.0,170.6,8.1,19.109999,0.39,0.4
-25.45963889,28.26430556,2011-08-09,189.804,766.0,82.0,9415.0,10107.0,10892.5,13521.5,14867.5,12412.5,2011-08-12T07:55:44.100518Z,3.0,177.0,17.1,25.72,4.93,0.9
-29.161667,23.696389,2011-08-10,100.447,218.8,39.0,9863.0,11666.0,12186.0,8688.0,7633.0,7651.0,2011-08-10T08:08:53.643866Z,0.0,226.6,2.4000000000000004,23.41,3.61,0.1
-25.81048333,27.90955222,2011-08-10,134.121,631.0,10.0,9327.5,10169.0,10859.0,13317.0,16161.0,13589.0,2011-08-12T07:55:44.100518Z,2.0,176.0,10.6,23.93,4.52,0.5
-29.641944,30.6875,2011-08-10,77.39,288.8,20.0,8749.0,9392.5,9297.5,13659.5,12079.5,9984.0,2011-08-30T07:44:08.039569Z,20.0,148.0,6.6000000000000005,23.5,8.96,0.3
-27.602222,29.942778,2011-08-10,76.265,194.4,11.0,9035.0,9973.0,11469.0,14447.0,17223.0,13967.0,2011-09-06T07:49:52.580088Z,27.0,167.3,40.6,23.51,3.8799999,2.0
-31.554722,29.245556,2011-08-10,89.819,220.0,10.0,9050.0,9878.5,9819.5,16017.5,14186.5,11009.5,2011-08-21T07:51:08.465191Z,11.0,142.40001,16.2,22.57,10.15,0.8
-34.039722,22.133333,2011-08-10,11.729,326.4,13.0,8723.0,9659.5,9760.0,16915.5,14509.0,11954.0,2011-08-17T08:16:40.051719Z,7.0,164.8,53.5,20.68,8.28,2.7
-32.502778,19.535833,2011-08-10,5.0,77.0,10.0,9499.0,11086.0,12230.5,14720.0,16052.5,13646.5,2011-07-30T08:28:17.703236Z,11.0,229.8,31.3,20.949999,4.91,1.6
-31.5653,18.3306,2011-08-10,6.883,206.4,10.0,8794.0,9564.0,10145.0,12387.0,15516.0,13411.0,2011-08-06T08:34:26.178396Z,4.0,222.7,34.0,21.55,8.28,1.7000000000000002
-31.860278,18.6875,2011-08-11,12.556,161.3,10.0,9129.0,10282.5,10330.0,14026.0,11936.5,10149.0,2011-08-15T08:28:13.908759Z,4.0,231.8,36.1,21.51,7.08,1.8
-30.830556,26.921389,2011-08-11,112.036,226.5,10.0,9298.0,10028.0,10198.0,10340.5,10545.0,9453.0,2011-08-12T07:56:55.957295Z,1.0,190.3,5.1000000000000005,19.15,1.18,0.3
-22.43772222,31.07805556,2011-08-11,26.695,101.1,10.0,8743.0,9512.5,10012.0,13439.0,12921.0,10839.5,2011-08-05T07:48:47.148277Z,6.0,186.90001,12.8,28.75,10.599999,0.6000000000000001
-28.735556,29.820556,2011-08-11,42.14,95.2,16.0,9091.5,9739.0,10230.0,11421.5,12132.0,10687.0,2011-08-21T07:50:20.556706Z,10.0,164.1,21.700000000000003,23.92,3.9299998,1.1
-31.000833,26.353056,2011-08-11,210.294,521.0,10.0,9588.0,10013.0,10738.0,11316.0,11957.0,10625.0,2011-08-12T07:57:19.912500Z,1.0,196.2,5.300000000000001,18.75,0.32999998,0.3
-30.679722,26.7125,2011-08-11,87.32,225.3,10.0,8924.0,9854.75,10129.0,14253.5,13797.0,11313.75,,,195.0,4.1000000000000005,19.789999,1.1999999,0.2
-30.160091,27.40124,2011-08-11,95.897,226.4,10.0,9629.5,10501.5,11389.0,13408.5,15905.5,12915.0,2011-08-12T07:56:55.957295Z,1.0,181.7,3.3000000000000003,19.49,2.07,0.2
-30.336111,27.359444,2011-08-11,93.62,189.8,10.0,9090.0,9916.0,9852.0,9069.5,8466.0,8115.0,2011-08-12T07:56:55.957295Z,1.0,182.7,4.2,19.4,1.8299999,0.2
-30.568333,29.422778,2011-08-11,68.184,132.6,10.0,8952.0,9403.5,9906.5,11794.0,13141.0,11801.5,2011-08-21T07:50:44.510297Z,10.0,146.90001,5.800000000000001,19.869999,2.24,0.3
-30.570833,29.150556,2011-08-11,87.869,140.3,10.0,9583.0,10689.0,11647.0,12821.0,14526.0,13288.0,2011-08-21T07:50:44.510297Z,10.0,148.90001,4.800000000000001,19.789999,2.34,0.2
-31.104278,29.399722,2011-08-11,70.07,163.7,10.0,8995.0,9374.5,9465.0,11887.0,10677.0,9431.5,2011-08-21T07:50:44.510297Z,10.0,148.3,11.1,21.88,7.89,0.6000000000000001
-34.250556,20.9925,2011-08-11,58.35,1236.0,47.0,7709.0,8113.0,8162.0,11079.0,9853.0,8546.5,2011-08-08T08:22:51.643357Z,3.0,186.8,53.0,20.64,6.6499996,2.6
-27.573056,24.746389,2011-08-12,226.315,793.0,15.0,8831.5,9698.0,10427.0,11561.5,13952.0,12197.0,2011-08-10T08:08:29.691771Z,2.0,215.5,1.4,24.21,3.26,0.1
-29.658056,25.973333,2011-08-12,289.946,683.0,10.0,9734.0,10561.5,11258.5,12702.5,14776.0,12994.5,2011-08-19T08:03:06.367485Z,7.0,201.6,0.7000000000000001,20.699999,1.17,0.0
-30.534167,24.961944,2011-08-12,304.649,900.0,10.0,9153.0,9855.5,10345.0,11778.0,13657.5,12319.0,2011-08-10T08:09:17.597709Z,2.0,217.8,1.6,18.6,0.45,0.1
-28.460833,21.248889,2011-08-12,113.178,389.0,10.0,8924.0,9854.75,10129.0,14253.5,13797.0,11313.75,,,249.2,5.800000000000001,24.73,5.17,0.3
-30.86013889,29.07125,2011-08-12,66.161,148.0,10.0,9478.0,10251.0,11011.0,13229.0,13971.0,12583.0,2011-08-21T07:50:44.510297Z,9.0,153.2,6.5,21.55,5.44,0.3
-30.77586667,29.03221667,2011-08-12,83.02,140.3,10.0,9711.0,10655.5,11372.0,12970.0,15819.5,13319.5,2011-08-21T07:50:44.510297Z,9.0,154.1,5.9,21.449999,5.23,0.3
-23.838611,31.640833,2011-08-13,110.089,361.0,10.0,9113.0,9613.5,9750.5,11113.0,10696.0,9665.0,2011-08-30T07:42:32.244419Z,17.0,180.5,13.2,27.9,9.889999,0.7000000000000001
-28.760833,17.730278,2011-08-14,130.117,550.0,26.0,9824.0,11435.0,12483.0,9872.0,7694.0,7570.0,2011-07-12T08:39:54.503189Z,33.0,249.8,4.5,25.46,10.38,0.2
-26.970278,27.211111,2011-08-15,152.706,699.0,71.0,8087.5,8522.5,8329.5,8393.0,7912.5,7778.0,2011-09-04T08:02:14.958363Z,20.0,181.3,10.0,22.689999,2.6499999,0.5
-26.73806,27.59194,2011-08-15,144.545,678.0,114.0,9620.0,10032.0,10562.0,12186.5,11970.0,11749.5,2011-08-28T07:56:06.206155Z,13.0,174.5,9.4,22.05,2.44,0.5
-27.044444,27.005,2011-08-15,147.609,390.0,10.0,9692.0,11061.0,12945.0,15642.5,20149.0,15460.0,2011-09-04T08:02:14.958363Z,20.0,184.5,8.9,22.56,2.52,0.4
-24.679167,30.8025,2011-08-16,76.504,190.7,10.0,8912.5,9596.0,10624.0,12473.0,15444.0,13994.5,2011-08-21T07:49:08.704769Z,5.0,151.40001,35.2,22.02,5.31,1.8
-25.127778,27.628889,2011-08-16,186.246,655.0,163.0,9810.0,10915.5,12165.5,15424.0,18619.0,14396.5,2011-09-20T08:01:22.644140Z,35.0,187.5,16.2,25.779999,5.18,0.8
-25.20639,27.558,2011-08-16,153.009,732.0,11.0,9350.5,9741.0,9954.0,12506.5,12634.5,10815.5,2011-09-20T08:01:22.644140Z,35.0,185.90001,12.8,25.529999,4.92,0.6000000000000001
-24.69514,27.40906,2011-08-16,209.027,795.0,68.0,10032.0,10829.0,11342.0,15099.0,13706.0,11623.0,2011-09-20T08:01:22.644140Z,35.0,187.7,14.0,25.47,5.95,0.7000000000000001
-27.169444,29.233889,2011-08-16,146.404,361.0,44.0,10375.5,11403.0,12828.0,15208.0,19998.5,16139.0,2011-08-21T07:49:56.604631Z,5.0,162.0,27.3,20.47,0.29,1.4
-26.648056,27.089444,2011-08-16,268.266,662.0,10.0,9457.0,10787.0,12231.0,15866.0,19134.0,15161.0,2011-09-04T08:01:51.009524Z,19.0,179.7,10.9,22.609999,2.6799998,0.5
-29.160278,26.573333,2011-08-16,280.672,724.0,10.0,9282.5,10035.0,10826.0,12394.0,14834.0,12839.5,2011-09-04T08:02:38.908496Z,19.0,200.0,1.7000000000000002,21.06,0.32,0.1
-33.38056,19.30167,2011-08-16,23.974,224.2,10.0,8914.0,9626.5,9856.0,13710.0,13975.0,11866.0,2011-08-15T08:28:37.865372Z,1.0,206.7,62.8,17.6,4.11,3.1
-33.31388889,19.07472222,2011-08-16,26.346,162.2,10.0,8149.5,8623.5,8555.0,12173.0,10821.5,9300.0,2011-08-15T08:28:37.865372Z,1.0,216.90001,60.900000000000006,19.98,6.56,3.0
-27.495556,26.074722,2011-08-16,251.234,750.0,10.0,9675.0,11092.0,12815.0,15303.0,19447.5,15285.0,2011-09-04T08:02:14.958363Z,19.0,200.7,2.4000000000000004,23.1,2.12,0.1
-29.161667,23.696389,2011-08-17,110.835,218.6,13.0,9868.0,11616.0,12229.0,8863.0,7733.0,7632.0,2011-08-17T08:15:04.228713Z,0.0,226.6,2.4000000000000004,23.41,3.61,0.1
-22.769722,30.886944,2011-08-17,52.971,140.6,10.0,9003.0,9641.0,10166.0,13537.0,14756.0,11988.0,2011-08-21T07:48:44.756860Z,4.0,174.6,27.1,27.32,11.12,1.4
-24.058889,31.237222,2011-08-17,175.877,528.0,10.0,9254.0,10025.5,10856.0,13782.5,15714.0,13419.5,2011-08-30T07:42:56.191208Z,13.0,171.8,18.3,27.269999,10.51,0.9
-28.75,30.442778,2011-08-17,81.796,201.3,10.0,10042.5,10939.0,10939.0,12977.0,13578.0,11925.5,2011-08-30T07:44:08.039569Z,13.0,166.6,23.6,24.81,7.1099997,1.2000000000000002
-29.161667,30.629722,2011-08-17,7.586,117.1,10.0,9053.5,9644.5,10052.0,12397.5,15341.0,14016.0,2011-08-30T07:44:08.039569Z,13.0,144.3,24.3,21.02,6.2999997,1.2000000000000002
-27.802778,28.768333,2011-08-17,81.311,258.4,10.0,9773.0,10508.0,11237.0,12340.0,13844.0,11792.0,2011-08-21T07:49:56.604631Z,4.0,162.6,21.5,20.109999,-0.31,1.1
-29.033333,23.983333,2011-08-17,184.507,1001.0,21.0,9738.0,10879.0,11657.0,13288.5,13792.0,12291.5,2011-08-17T08:15:04.228713Z,0.0,221.90001,2.0,23.369999,2.9099998,0.1
-33.980556,21.653333,2011-04-06,216.778,721.0,26.0,9220.5,9807.5,10077.0,13506.0,12568.0,10983.5,2011-03-26T08:16:50.436084Z,11.0,164.5,18.8,24.609999,11.58,0.9
-33.980556,21.653333,2011-08-17,204.185,1098.0,17.0,9443.0,10378.0,10708.0,12861.5,12420.5,10809.5,2011-08-17T08:16:40.051719Z,0.0,178.8,46.1,21.0,6.3999996,2.3000000000000003
-33.980556,21.653333,2011-09-27,159.642,1098.0,10.0,9443.0,10378.0,10708.0,12861.5,12420.5,10809.5,2011-08-17T08:16:40.051719Z,41.0,178.8,5.9,21.859999,8.41,0.3
-33.980556,21.653333,2011-10-25,361.109,1098.0,20.0,8924.0,9854.75,10129.0,14253.5,13797.0,11313.75,,,178.8,17.7,23.289999,10.96,0.9
-33.980556,21.653333,2011-11-29,170.069,1098.0,16.0,8924.0,9854.75,10129.0,14253.5,13797.0,11313.75,,,178.8,45.0,23.74,11.32,2.3000000000000003
-33.980556,21.653333,2012-02-15,155.991,1098.0,10.0,9083.0,10376.0,10430.5,16010.0,15027.0,12050.0,2012-02-25T08:17:23.790810Z,10.0,157.40001,21.3,28.07,16.06,1.1
-33.980556,21.653333,2012-04-18,148.236,1098.0,34.0,9035.5,10229.0,10438.0,16059.5,15053.0,11784.5,2012-03-12T08:17:21.653310Z,37.0,157.40001,39.7,25.57,10.51,2.0
-33.980556,21.653333,2012-05-16,191.603,1098.0,10.0,8910.0,9886.0,10400.0,14568.0,14223.0,11631.0,2012-07-02T08:17:50.834242Z,47.0,157.40001,8.700000000000001,22.73,9.15,0.4
-33.980556,21.653333,2012-06-12,164.799,1098.0,16.0,8910.0,9886.0,10400.0,14568.0,14223.0,11631.0,2012-07-02T08:17:50.834242Z,20.0,157.40001,50.2,20.699999,7.21,2.5
-33.980556,21.653333,2012-07-05,168.335,1098.0,10.0,8910.0,9886.0,10400.0,14568.0,14223.0,11631.0,2012-07-02T08:17:50.834242Z,3.0,157.40001,66.2,18.71,4.37,3.3000000000000003
